time_s,output_voltage_V,duty_cycle,inductor_current_A,bound_hit
0.0005,188.79035175444963,0.50078,10.861553089646812,False
0.001,191.0521371376644,0.5009086271359607,13.788209033545604,False
0.0015,194.47082607702032,0.5009297558097351,15.920372953873837,False
0.002,198.58428205689395,0.500841758971612,16.986741816267696,False
0.0025,202.84426255872467,0.5006573219417648,16.85833939724348,False
0.003,206.68843350540348,0.5004016589782925,15.564113110424223,False
0.0035,209.61394617822953,0.5001091239283775,13.28613359019711,False
0.004,211.24324614605524,0.49981863910206276,10.334839116154583,False
0.0045000000000000005,211.37344315608877,0.4995685254114806,7.10730055061443,False
0.005,210.00241017395538,0.4993914139136376,4.033858875034532,False
0.0055,207.32776112106103,0.49930992941013497,1.5203067436812798,False
0.006,203.71865812204166,0.49933374544596376,0.0,False
0.006500000000000001,199.7134101277664,0.4994584207240841,0.0,False
0.007,196.04732819369028,0.49966298197188136,0.5595302216638409,False
0.0075,192.9502070343978,0.49990557614567976,2.0957476910651507,False
0.008,190.82371816751728,0.5001661790981285,4.393320735140927,False
0.0085,189.93579528561466,0.5004101477689598,7.139590356458479,False
0.009000000000000001,190.38770014129045,0.5006055069837707,9.967287253836766,False
0.0095,192.10350479998942,0.5007270962388676,12.503420984211301,False
0.01,194.84263917533147,0.5007597534339328,14.417940246518818,False
0.0105,198.23333800064012,0.5007001571275356,15.466078947359184,False
0.011,201.82244192481804,0.5005571221162607,15.519243809018034,False
0.0115,205.13519230548457,0.5003503302911795,14.58072030377316,False
0.012,207.73749762149282,0.5001076648875639,12.784260854414487,False
0.0125,209.2927484038992,0.49986148715744105,10.375664095236154,False
0.013000000000000001,209.60574550326206,0.4996443333922622,7.679602338721514,False
0.0135,208.6477733214935,0.49948459735474515,5.055968308071085,False
0.014,206.5592528401165,0.4994027793640112,2.851578647224036,False
0.0145,203.62949811963193,0.49940881659547826,1.3538691369471336,False
0.015,200.2564105075169,0.49950086185970805,0.7530190859500419,False
0.0155,196.8918888129041,0.4996656700827011,1.1177162893715793,False
0.016,193.98075648836445,0.4998805178352381,2.3877169769423645,False
0.0165,191.90175014219736,0.5001163631041395,4.383853638325111,False
0.017,190.91851251341583,0.500341787169315,6.833662017954139,False
0.0175,191.14680724749002,0.5005271713630528,9.408749218431623,False
0.018000000000000002,192.5417258992278,0.5006485545176368,11.768672003901534,False
0.0185,194.90593659113674,0.5006906826965615,13.605525762291093,False
0.019,197.91740381810635,0.500648883113099,14.683607414907478,False
0.0195,201.17274310828927,0.500529548694479,14.869285934281097,False
0.02,204.24061121734604,0.5003491905833454,14.147459332298952,False
0.0205,206.71837153713693,0.5001321880096323,12.622582403985222,False
0.021,208.28481485164093,0.49990752442058584,10.50410448042789,False
0.021500000000000002,208.74206562250066,0.499704930032086,8.078116120405776,False
0.022,208.04103778858254,0.4995509365092055,5.66885749878361,False
0.0225,206.2868871377231,0.4994653723340727,3.5952167544360014,False
0.023,203.72363179589746,0.4994587765595498,2.1281605813008797,False
0.0235,200.70008666250425,0.4995310848497026,1.4549831951337886,False
0.024,197.62197299334994,0.4996717608064347,1.6552826473884859,False
0.0245,194.89702339107777,0.49986133689499224,2.6918226856557452,False
0.025,192.880759568711,0.5000741290242395,4.417232669232509,False
0.025500000000000002,191.83027450545345,0.5002817308218273,6.5952405222304655,False
0.026000000000000002,191.87195358029388,0.5004568009574084,8.933201196706602,False
0.0265,192.98695095589915,0.500576637699962,11.121337519926412,False
0.027,195.01579077340608,0.5006260835668431,12.873462896894347,False
0.0275,197.68103916544575,0.5005994047143667,13.963987135191417,False
0.028,200.62484828799884,0.5005009267072831,14.256622135355212,False
0.0285,203.45646986754687,0.5003443635268354,13.721285517450053,False
0.029,205.8036815885846,0.5001509353998449,12.437135890713975,False
0.029500000000000002,207.36156033919855,0.4999465195899642,10.581353069935258,False
0.03,207.93226556656893,0.4997582022473455,8.405063623928392,False
0.0305,207.450525776414,0.49961068300247846,6.199518629796728,False
0.031,205.99132321503578,0.49952301210534,4.257017641876104,False
0.0315,203.75867275573094,0.4995061023851834,2.831890654616252,False
0.032,201.0570595377061,0.49956135481681263,2.1069063630978384,False
0.0325,198.249596024249,0.4996805795846483,2.1697081968634495,False
0.033,195.70883843162878,0.4998472088199574,3.0023966956347103,False
0.0335,193.76713638288493,0.5000386141231139,4.4854392927008915,False
0.034,192.67325265117776,0.5002291921798079,6.415044485641668,False
0.0345,192.56087833906162,0.5003937875766256,8.531328174698965,False
0.035,193.43284883176136,0.5005109931171455,10.553279837694559,False
0.035500000000000004,195.16267902366957,0.5005659018600341,12.215832499977646,False
0.036000000000000004,197.5128074694959,0.5005519701650836,13.304261722724634,False
0.0365,200.16692026411874,0.5004717716307499,13.681615339729257,False
0.037,202.77208758448342,0.5003365621870569,13.305805486306207,False
0.0375,204.98530493391365,0.5001647225072714,12.234271967501268,False
0.038,206.51848083058087,0.4999792820657913,10.615643368709456,False
0.0385,207.17603655143566,0.4998048460584992,8.669450880681241,False
0.039,206.88013454512233,0.49966432772418484,6.65652025256358,False
0.0395,205.6801069401319,0.49957592080632374,4.843968998155019,False
0.04,203.7447691028912,0.49955072058247124,3.4695475034092875,False
0.0405,201.33869419489466,0.49959131593778994,2.710208158184115,False
0.041,198.7858124851294,0.4996915392702663,2.6591970249716854,False
0.0415,196.42548781170936,0.49983739616847767,3.314713309154487,False
0.042,194.56720430585904,0.5000090300849731,4.5814863195301685,False
0.0425,193.45002804415108,0.5001834361956776,6.284776762353572,False
0.043000000000000003,193.21214298641794,0.5003375445881008,8.194626207568009,False
0.043500000000000004,193.87420931348376,0.5004512566961912,10.056898147786521,False
0.044,195.3383491976975,0.5005100402401356,11.626913414239784,False
0.0445,197.4025265723394,0.5005067580079595,12.701312391729234,False
0.045,199.78819740837307,0.5004425112406423,13.144129656521308,False
0.0455,202.1775404962466,0.5003264047377151,12.903857483789587,False
0.046,204.2554574838796,0.5001742744758776,12.019405442336623,False
0.0465,205.75094821722826,0.5000065467642378,10.614230462995803,False
0.047,206.47250000853168,0.49984550800431193,8.879394304117136,False
0.0475,206.3328238146293,0.4997123429146188,7.04774979941449,False
0.048,205.35960744216547,0.49962433436709447,5.362676712639913,False
0.0485,203.6908138155291,0.49959260107408515,4.0455855670349345,False
0.049,201.55519175765068,0.4996206785481841,3.266622592434261,False
0.0495,199.2407580674671,0.49970413177471323,3.122568158088646,False
0.05,197.0557008656101,0.4998312420882104,3.6248750783139845,False
0.0505,195.28715767678756,0.49998465943531917,4.699314897976881,False
0.051000000000000004,194.16348740129922,0.5001437792296085,6.197045541165833,False
0.051500000000000004,193.8250008290824,0.5002875104323633,7.915356957704339,False
0.052000000000000005,194.30680357469114,0.500397059748538,9.625121410127962,False
0.0525,195.535688861863,0.5004583675576372,11.101213892753862,False
0.053,197.3411630790887,0.5004638879603506,12.151923510699957,False
0.0535,199.4789266411252,0.500413496803303,12.643621576198676,False
0.054,201.66364196081287,0.5003144247255843,12.517616477246966,False
0.0545,203.6067247442368,0.5001802343301877,11.797120553859653,False
0.055,205.05428795543466,0.5000289793198529,10.583482396922825,False
0.0555,205.82032193891965,0.4998807868399615,9.042185686879918,False
0.056,205.81075143656514,0.4997551803117035,7.380443211102146,False
0.0565,205.0351555199688,0.49966849756527276,5.819355116662832,False
