time_s,output_voltage_V,inductor_current_A,duty_cycle,tracking_error_V,Vin_V,R_ohm,L_H,C_F
0.0005,199.95972247833902,8.473260879516602,0.504732608795166,0.04027752166098253,100.0,50.0,0.001,0.00047
0.001,200.19055400934604,8.850013690107218,0.5024139881134033,-0.1905540093460445,100.25066646712861,50.0,0.001,0.00047
0.0015,200.67046317838137,8.712677351897902,0.4966193437576294,-0.6704631783813682,100.49737977432972,50.0,0.001,0.00047
0.002,201.07947908809152,8.434747452777899,0.49523159861564636,-1.0794790880915173,100.73624910536935,50.0,0.001,0.00047
0.0025,201.32202625796387,8.262695186120048,0.4961812496185303,-1.32202625796387,100.96350734820344,50.0,0.001,0.00047
0.003,201.46306657723983,8.182871518998553,0.4966511130332947,-1.4630665772398288,101.17557050458494,50.0,0.001,0.00047
0.0035,201.5599904696992,8.145472698590943,0.4964640736579895,-1.559990469699187,101.36909421185737,50.0,0.001,0.00047
0.004,201.63767084134994,8.136464270547059,0.4961349070072174,-1.6376708413499443,101.54102648555158,50.0,0.001,0.00047
0.0045000000000000005,201.71277447217093,8.136219144792527,0.49568378925323486,-1.7127744721709348,101.68865585100403,50.0,0.001,0.00047
0.005,201.79065022428267,8.125081733794119,0.4951637089252472,-1.7906502242826718,101.80965410493204,50.0,0.001,0.00047
0.0055,201.86488300287493,8.093879281945156,0.49470147490501404,-1.864883002874933,101.90211303259031,50.0,0.001,0.00047
0.006,201.92314711196357,8.047211199196987,0.49442464113235474,-1.9231471119635728,101.96457450145738,50.0,0.001,0.00047
0.006500000000000001,201.9553598677213,7.998151091347047,0.49439093470573425,-1.955359867721313,101.99605345685654,50.0,0.001,0.00047
0.007,201.95938396791016,7.954176640588955,0.49452194571495056,-1.9593839679101563,101.99605345685654,50.0,0.001,0.00047
0.0075,201.93725278153212,7.922357252586885,0.49480825662612915,-1.9372527815321234,101.96457450145738,50.0,0.001,0.00047
0.008,201.89535484709455,7.902475011705505,0.4951804280281067,-1.895354847094552,101.90211303259031,50.0,0.001,0.00047
0.0085,201.84010174710303,7.889794485266329,0.4956049621105194,-1.8401017471030343,101.80965410493204,50.0,0.001,0.00047
0.009000000000000001,201.775450844216,7.875868825296379,0.4960540235042572,-1.7754508442160102,101.68865585100403,50.0,0.001,0.00047
0.0095,201.70048931806815,7.85523781312466,0.49655774235725403,-1.7004893180681506,101.54102648555158,50.0,0.001,0.00047
0.01,201.61101059443396,7.828607321623458,0.4971635639667511,-1.6110105944339637,101.36909421185737,50.0,0.001,0.00047
0.0105,201.50325190807152,7.799587955885734,0.4978765845298767,-1.503251908071519,101.17557050458494,50.0,0.001,0.00047
0.011,201.37541283169452,7.775031244591794,0.4987047612667084,-1.3754128316945184,100.96350734820344,50.0,0.001,0.00047
0.0115,201.229396205402,7.763857996275419,0.49964797496795654,-1.2293962054019971,100.73624910536935,50.0,0.001,0.00047
0.012,201.072193937064,7.771436838475601,0.5006583333015442,-1.072193937063986,100.49737977432972,50.0,0.001,0.00047
0.0125,200.9098639955069,7.846893554948338,0.5021700859069824,-0.9098639955068961,100.25066646712861,50.0,0.001,0.00047
0.013000000000000001,200.78238763447996,7.940463661759445,0.5031958222389221,-0.7823876344799601,100.0,50.0,0.001,0.00047
0.0135,200.7075782336229,7.9344060830479535,0.5031364560127258,-0.7075782336229111,99.74933353287139,50.0,0.001,0.00047
0.014,200.6295934292283,7.842185490875821,0.5033218860626221,-0.6295934292282936,99.50262022567028,50.0,0.001,0.00047
0.0145,200.49914393180967,7.714783486309969,0.5039687156677246,-0.49914393180966954,99.26375089463065,50.0,0.001,0.00047
0.015,200.29627244104742,7.603438191510598,0.504939615726471,-0.2962724410474209,99.03649265179656,50.0,0.001,0.00047
0.0155,200.029807827004,7.551031847085312,0.5060854554176331,-0.029807827003992315,98.82442949541506,50.0,0.001,0.00047
0.016,199.73119437493568,7.59568311372697,0.5073654055595398,0.26880562506431716,98.63090578814263,50.0,0.001,0.00047
0.0165,199.45478989548806,7.721173037628013,0.5082991719245911,0.5452101045119377,98.45897351444842,50.0,0.001,0.00047
0.017,199.24733116360696,7.872092787278945,0.5086129307746887,0.7526688363930418,98.31134414899597,50.0,0.001,0.00047
0.0175,199.12396426384504,8.004156028933586,0.5085192918777466,0.8760357361549609,98.19034589506796,50.0,0.001,0.00047
0.018000000000000002,199.07516973447386,8.08642085632502,0.5081789493560791,0.9248302655261398,98.09788696740969,50.0,0.001,0.00047
0.0185,199.07404988808892,8.107864391894864,0.5077611207962036,0.925950111911078,98.03542549854262,50.0,0.001,0.00047
0.019,199.08594482118974,8.093512123619568,0.5075568556785583,0.9140551788102584,98.00394654314346,50.0,0.001,0.00047
0.0195,199.08978252530287,8.079529938487234,0.5075899958610535,0.9102174746971343,98.00394654314346,50.0,0.001,0.00047
0.02,199.08541646547212,8.089580576189071,0.5076828002929688,0.9145835345278783,98.03542549854262,50.0,0.001,0.00047
0.0205,199.08667346165043,8.128857356669641,0.5076518654823303,0.9133265383495655,98.09788696740969,50.0,0.001,0.00047
0.021,199.1106835416511,8.18864207181636,0.5073965787887573,0.889316458348901,98.19034589506796,50.0,0.001,0.00047
0.021500000000000002,199.16973098812954,8.254804692760267,0.506912350654602,0.8302690118704561,98.31134414899597,50.0,0.001,0.00047
0.022,199.26775169732647,8.317590490076562,0.5062834024429321,0.7322483026735256,98.45897351444842,50.0,0.001,0.00047
0.0225,199.4029010415212,8.371914821061182,0.5055785179138184,0.5970989584787958,98.63090578814263,50.0,0.001,0.00047
0.023,199.57050619754511,8.413940452883992,0.5048197507858276,0.42949380245488555,98.82442949541505,50.0,0.001,0.00047
0.0235,199.76432228698744,8.435347567858933,0.5039663910865784,0.23567771301256357,99.03649265179656,50.0,0.001,0.00047
0.024,199.97305129281278,8.436161916228265,0.5031038522720337,0.026948707187216314,99.26375089463065,50.0,0.001,0.00047
0.0245,200.1849698921877,8.424335568977327,0.5023015737533569,-0.184969892187695,99.50262022567028,50.0,0.001,0.00047
0.025,200.39587099639132,8.374203290379583,0.5012133121490479,-0.3958709963913236,99.74933353287139,50.0,0.001,0.00047
0.025500000000000002,200.5823018487693,8.322368635768449,0.5004703998565674,-0.5823018487693048,100.0,50.0,0.001,0.00047
0.026000000000000002,200.74193289419958,8.29592143161532,0.49993813037872314,-0.7419328941995786,100.25066646712861,50.0,0.001,0.00047
0.0265,200.88967965505404,8.289440061014176,0.49930569529533386,-0.8896796550540387,100.49737977432972,50.0,0.001,0.00047
0.027,201.03575671672198,8.309295407919642,0.4987470805644989,-1.035756716721977,100.73624910536935,50.0,0.001,0.00047
0.0275,201.19625345119323,8.327254264287419,0.49796199798583984,-1.196253451193229,100.96350734820344,50.0,0.001,0.00047
0.028,201.37047419929553,8.325251490443286,0.4971100389957428,-1.3704741992955292,101.17557050458494,50.0,0.001,0.00047
0.0285,201.54967537369018,8.265263461792962,0.4960081875324249,-1.549675373690178,101.36909421185737,50.0,0.001,0.00047
0.029,201.69992884433196,8.165531449246643,0.49520885944366455,-1.6999288443319642,101.54102648555158,50.0,0.001,0.00047
0.029500000000000002,201.79567761074009,8.075575470785594,0.49494990706443787,-1.7956776107400856,101.68865585100403,50.0,0.001,0.00047
0.03,201.84042225610548,8.029393985614526,0.49502378702163696,-1.8404222561054837,101.80965410493204,50.0,0.001,0.00047
0.0305,201.8587864247351,8.025462102160716,0.4950962960720062,-1.8587864247350865,101.90211303259031,50.0,0.001,0.00047
0.031,201.87528658209283,8.0405749796697,0.4950214922428131,-1.8752865820928264,101.96457450145738,50.0,0.001,0.00047
0.0315,201.90135882541688,8.04596935141069,0.494810551404953,-1.901358825416878,101.99605345685654,50.0,0.001,0.00047
0.032,201.93168535795522,8.022252888180077,0.49458742141723633,-1.9316853579552173,101.99605345685654,50.0,0.001,0.00047
0.0325,201.94909870329516,7.969410092183892,0.49453073740005493,-1.9490987032951637,101.96457450145738,50.0,0.001,0.00047
0.033,201.9357048875041,7.905009814921819,0.4947691559791565,-1.9357048875041016,101.90211303259031,50.0,0.001,0.00047
0.0335,201.88359852519835,7.850395315133731,0.4952904284000397,-1.8835985251983516,101.80965410493204,50.0,0.001,0.00047
0.034,201.7976967192593,7.81587706526701,0.4959585964679718,-1.7976967192593065,101.68865585100403,50.0,0.001,0.00047
0.0345,201.68892489525743,7.8042904837536184,0.4967028796672821,-1.6889248952574292,101.54102648555158,50.0,0.001,0.00047
0.035,201.56985392607675,7.811964904070514,0.49747490882873535,-1.5698539260767461,101.36909421185737,50.0,0.001,0.00047
0.035500000000000004,201.4511363587531,7.828988498035059,0.498230904340744,-1.4511363587531037,101.17557050458495,50.0,0.001,0.00047
0.036000000000000004,201.3381069484715,7.841419216278624,0.4989422857761383,-1.3381069484715056,100.96350734820344,50.0,0.001,0.00047
0.0365,201.22836562185475,7.837841905722016,0.49963071942329407,-1.2283656218547492,100.73624910536935,50.0,0.001,0.00047
0.037,201.11297305644354,7.815674700228342,0.5003601312637329,-1.1129730564435363,100.49737977432972,50.0,0.001,0.00047
0.0375,200.97955654086442,7.804154487706441,0.5014060735702515,-0.9795565408644222,100.25066646712861,50.0,0.001,0.00047
0.038,200.831018827184,7.843983723529071,0.5028333067893982,-0.8310188271840104,100.0,50.0,0.001,0.00047
0.0385,200.70155632799998,7.857386777590143,0.5034505724906921,-0.701556327999981,99.74933353287139,50.0,0.001,0.00047
0.039,200.57936553580979,7.810343623042435,0.5037571787834167,-0.5793655358097851,99.50262022567028,50.0,0.001,0.00047
0.0395,200.43047298635864,7.728097109828042,0.504294753074646,-0.4304729863586374,99.26375089463065,50.0,0.001,0.00047
0.04,200.23481837916657,7.649059498776076,0.5050923824310303,-0.234818379166569,99.03649265179656,50.0,0.001,0.00047
0.0405,199.99352977949584,7.613094783917539,0.5060980916023254,0.006470220504155577,98.82442949541506,50.0,0.001,0.00047
0.041,199.72959956917398,7.649575981534504,0.5071943402290344,0.2704004308260153,98.63090578814263,50.0,0.001,0.00047
0.0415,199.48370519766706,7.747410252412756,0.5080183148384094,0.5162948023329363,98.45897351444842,50.0,0.001,0.00047
0.042,199.29138454265868,7.86656551699474,0.5083656907081604,0.7086154573413239,98.31134414899597,50.0,0.001,0.00047
0.0425,199.1653097291201,7.9744751730549055,0.5083855390548706,0.8346902708798893,98.19034589506796,50.0,0.001,0.00047
0.043000000000000003,199.09983251373413,8.049783868884887,0.5082111954689026,0.9001674862658717,98.09788696740969,50.0,0.001,0.00047
0.043500000000000004,199.07761480173488,8.081290975123643,0.5079231858253479,0.9223851982651183,98.03542549854262,50.0,0.001,0.00047
0.044,199.07387397340227,8.085034603076089,0.50774747133255,0.9261260265977285,98.00394654314346,50.0,0.001,0.00047
0.0445,199.0725105076097,8.085795122770158,0.5077082514762878,0.9274894923902934,98.00394654314346,50.0,0.001,0.00047
0.045,199.07158460129028,8.102512075180613,0.5077070593833923,0.928415398709717,98.03542549854262,50.0,0.001,0.00047
0.0455,199.0802851657152,8.140851095587472,0.5076082348823547,0.9197148342848038,98.09788696740969,50.0,0.001,0.00047
0.046,199.11130646224072,8.195427777269302,0.507328450679779,0.8886935377592806,98.19034589506796,50.0,0.001,0.00047
0.0465,199.17439489530815,8.255787672650975,0.5068556070327759,0.8256051046918458,98.31134414899597,50.0,0.001,0.00047
