time_s,output_voltage_V,inductor_current_A,duty_cycle,tracking_error_V,Vin_V,R_ohm,L_H,C_F
0.0005,185.984,34.208,0.752,14.015999999999991,100.0,50.0,0.001,0.00047
0.001,185.6660425531915,74.9088,0.9,14.333957446808512,100.0,50.0,0.001,0.00047
0.0015,189.68472249886827,80.0,0.9,10.315277501131732,100.0,50.0,0.001,0.00047
0.002,194.15951563719022,80.0,0.9,5.840484362809775,100.0,50.0,0.001,0.00047
0.0025,198.53910041086704,80.0,0.9,1.4608995891329641,100.0,50.0,0.001,0.00047
0.003,202.82550252978476,80.0,0.9,-2.8255025297847567,100.0,50.0,0.001,0.00047
0.0035,207.02070460361912,80.0,0.9,-7.020704603619123,100.0,50.0,0.001,0.00047
0.004,211.12664705886127,80.0,0.9,-11.126647058861266,100.0,50.0,0.001,0.00047
0.0045000000000000005,215.1452290363323,80.0,0.9,-15.145229036332296,100.0,50.0,0.001,0.00047
0.005,225.0918350040415,80.0,0.8293410726203337,-25.091835004041513,100.0,50.0,0.001,0.00047
0.0055,275.1604479475619,57.45524694087503,0.355420839162625,-75.16044794756192,100.0,50.0,0.001,0.00047
0.006,320.0,0.0,0.05,-120.0,100.0,50.0,0.001,0.00047
0.006500000000000001,313.1914893617021,0.0,0.05,-113.19148936170211,100.0,50.0,0.001,0.00047
0.007,306.52784065187865,0.0,0.05,-106.52784065187865,100.0,50.0,0.001,0.00047
0.0075,300.0059717018387,0.0,0.05,-100.00597170183869,100.0,50.0,0.001,0.00047
0.008,293.6228659209485,0.0,0.05,-93.62286592094853,100.0,50.0,0.001,0.00047
0.0085,287.37557090135385,0.0,0.05,-87.37557090135385,100.0,50.0,0.001,0.00047
0.009000000000000001,281.26119705238887,0.0,0.05,-81.26119705238887,100.0,50.0,0.001,0.00047
0.0095,275.27691626404015,0.0,0.05,-75.27691626404015,100.0,50.0,0.001,0.00047
0.01,269.4199605988478,0.0,0.05,-69.41996059884781,100.0,50.0,0.001,0.00047
0.0105,263.68762101163827,0.0,0.05,-63.68762101163827,100.0,50.0,0.001,0.00047
0.011,258.07724609649705,0.0,0.05,-58.07724609649705,100.0,50.0,0.001,0.00047
