time_s,output_voltage_V,duty_cycle,inductor_current_A,bound_hit
0.0005,200.0,0.5,8.0,False
0.001,200.02455013400112,0.5,8.091941337524801,False
0.0015,200.115064368491,0.4998072815652801,8.243371148598877,False
0.002,200.28858174019354,0.49920477291140913,8.390972974285537,False
0.0025,200.52865642388875,0.4982409918823132,8.474702474212698,False
0.003,200.7923963814319,0.49712010783116334,8.46119966557866,False
0.0035,201.02739876241435,0.4961064509505493,8.35470257754994,False
0.004,201.19145496285503,0.495422448308022,8.193034069607336,False
0.0045000000000000005,201.26726703760153,0.4951686619670745,8.030967185523366,False
0.005,201.266568490124,0.4952951932533994,7.918120332664711,False
0.0055,201.22269704138688,0.49563400619742576,7.880533036864981,False
0.006,201.17557275709225,0.4959751583343544,7.912954480400759,False
0.006500000000000001,201.1557030223698,0.4961519916459336,7.983829780069228,False
0.007,201.17337257659358,0.49610065899691796,8.049746448200615,False
0.0075,201.21647278524108,0.4958746364508946,8.072973006854708,False
0.008,201.256967296054,0.4956141762339592,8.035347548452789,False
0.0085,201.26293286326097,0.49548598934601557,7.943696468439591,False
0.009000000000000001,201.21125904635477,0.49561724075724095,7.825367396465434,False
0.0095,201.09607140758766,0.4960489199176063,7.71626967739784,False
0.01,200.92990283924345,0.4967255695399318,7.646622478543058,False
0.0105,200.73778428384853,0.49752303949368787,7.630173237402763,False
0.011,200.5472587273437,0.49829997882714144,7.660736726825766,False
0.0115,200.37856755193064,0.4989502711861139,7.716584134032472,False
0.012,200.23863528871485,0.4994361831381487,7.770141037528979,False
0.0125,200.12061660999447,0.4997924101915255,7.798828286632352,False
0.013000000000000001,200.0085806065104,0.5001031544308517,7.792982382796411,False
0.0135,199.88513176048778,0.5004633523875992,7.758261351115446,False
0.014,199.73889729042438,0.500939456460957,7.712152470274404,False
0.0145,199.56909661473088,0.5015441862584605,7.676391957056492,False
0.015,199.3857332177804,0.5022336054851075,7.668494238649556,False
0.0155,199.20575105353413,0.5029257424643115,7.695641407517807,False
0.016,199.04699038595993,0.5035316294393825,7.752956422512327,False
0.0165,198.92237913308762,0.5039858286481763,7.826316542365806,False
0.017,198.83640946100184,0.5042653964916416,7.898194397470446,False
0.0175,198.78489767252555,0.5043919553653883,7.954127516074317,False
0.018000000000000002,198.75777992374708,0.5044180832979976,7.987470340602619,False
0.0185,198.743672322739,0.5044043383331269,8.000908944926433,False
0.019,198.7344130732508,0.5043957823573384,8.004478042187351,False
0.0195,198.72794576000473,0.5044063946560917,8.011082054007062,False
0.02,198.72862868756457,0.5044164210850858,8.031349532737424,False
0.0205,198.7450728389685,0.5043826254349026,8.069750814867609,False
0.021,198.786508972601,0.5042566092435687,8.123283093279518,False
0.021500000000000002,198.85912721158277,0.5040038011977832,8.182976436044916,False
0.022,198.9637082220213,0.5036162014044115,8.237438853987253,False
0.0225,199.0952911103228,0.503114884216101,8.27700628441554,False
0.023,199.24484744588912,0.5025422035128324,8.296968655172627,False
0.0235,199.40222534737356,0.5019472006152984,8.298780932891432,False
0.024,199.55921966768727,0.5013698531353314,8.288958339895292,False
0.0245,199.7116451050211,0.500829916539193,8.276214385297306,False
0.025,199.85972389732459,0.5003241524647252,8.268017037219696,False
0.025500000000000002,200.00677369541577,0.49983240697916964,8.267884159351542,False
0.026000000000000002,200.15682121349892,0.49932961962846484,8.274374647538771,False
0.0265,200.31212488262685,0.4987987857144434,8.282027636988534,False
0.027,200.47155005518658,0.49823990384423883,8.283755323025847,False
0.0275,200.63035358944936,0.4976718263806545,8.273690036831978,False
0.028,200.7813717055082,0.49712679441021634,8.249388065019874,False
0.0285,200.9170812965928,0.4966401608598815,8.21260636898497,False
0.029,201.03170850268842,0.49623943966171735,8.168455216428017,False
0.029500000000000002,201.12259075327827,0.4959368339325868,8.123358997744202,False
0.03,201.1903354604117,0.4957278307736362,8.082686378668681,False
0.0305,201.2378139062006,0.4955959493860774,8.048979290680897,False
0.031,201.26847499277386,0.4955213310937911,8.021410032304495,False
0.0315,201.28468517020758,0.4954895420900593,7.9965721411779045,False
0.032,201.2867297938114,0.4954971814249688,7.970189566424786,False
0.0325,201.27280271743058,0.49555241659495813,7.939012971248583,False
0.033,201.2399052794199,0.49567067561959083,7.902163222819578,False
0.0335,201.18523466408095,0.4958675501839719,7.8614555145853275,False
0.034,201.10748848320958,0.4961518563651812,7.8206658742605955,False
0.0345,201.00759164412074,0.49652150097738684,7.784109673376191,False
0.035,200.88861511481562,0.49696350952506185,7.755133208865947,False
0.035500000000000004,200.7549858796,0.49745785538042553,7.735098008827343,False
