episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-5.564079125216847,44.13347053254919,0.2932284594272951,6.73956618309021,3.55427716255188
2,-5.47330521479982,43.99596046583916,0.2784100461446425,4.387636375427246,3.9814786243438722
3,-12.30956274165804,70.09628739280146,0.04329142467851803,4.358687915802002,6.0583907508850094
4,-0.34129166116826665,10.558835506970379,0.08424329217712113,2.776602072715759,5.366958599090577
5,-0.16925181879608175,7.061357710102068,0.06785680404110352,1.6033753979206085,4.976737041473388
6,-0.09276775630709083,5.096906342513997,0.057057929380359716,1.4125183367729186,4.7249571800231935
7,-0.08678088390526188,4.871197338815231,0.056712344360421184,1.3892146599292756,4.356216716766357
8,-0.07573802095240309,3.806666280954581,0.07002765963752554,1.3085129165649414,4.33341498374939
9,-0.06231292971794128,3.624507831052408,0.05970651439180644,1.0162026333808898,4.251286706924438
10,-0.06761227868487653,3.710000510000342,0.06177466804014601,0.6915807607769966,3.81805344581604
11,-0.05405404936034771,3.149405455632,0.058560685171505186,0.9341585817933082,3.8729937934875487
12,-0.07658576993149005,4.280782547546733,0.059798588249694695,0.711119769513607,3.7921147632598875
13,-0.04905989802975638,3.0460195822573084,0.053703953823151615,0.6037349423766136,3.5900812435150145
14,-0.07252068208450711,4.137021328667261,0.05854388397314824,0.6040050664544105,3.490566387176514
15,-0.0614661498748107,3.545186248754139,0.05979335989305392,0.7007936157286168,3.5609909439086915
16,-0.07736997675656263,4.557788333118261,0.05473670325932845,0.5342907723784447,3.5082735347747804
17,-0.05633250219928705,3.5554091558223178,0.05496416412485972,0.4905286279320717,3.424256238937378
18,-0.06816917305417773,3.86560056364861,0.05922478732552421,0.45217832013964654,3.507389554977417
19,-0.05815108359986372,3.3966989856235097,0.05794874416443776,0.37749164626002313,3.427721452713013
20,-0.0787988519608127,4.691247334254932,0.053244440711797014,0.47507465720176695,3.3766426849365234
