episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-7.604443037559227,52.953910607102465,0.2664424964617609,7.477655754089356,10.635963916778564
2,-4.947660990427064,41.37818400030649,0.2798822772861049,6.845057034492493,10.739098911285401
3,-1.6963844151725858,25.647733507589464,0.0760211426254925,3.7508950281143187,10.695517597198487
4,-0.11898465075108366,5.768041522112535,0.061390318578631226,2.748748401403427,9.349569444656373
5,-0.09583984105856318,5.032276139586291,0.05950806550718687,1.8052525806427002,8.479106941223144
6,-0.09465722833821484,5.221519572598477,0.055865085153538135,1.582196336388588,7.960064582824707
7,-0.06319288032305562,3.918313169072595,0.05456881292198935,1.2094303858280182,7.531538524627686
8,-0.0803548136423621,4.478665421756774,0.0598584357568843,0.707373660504818,6.949119997024536
9,-0.074813775550092,4.223299891807482,0.06015394787252851,0.5719218002259732,6.6508232116699215
10,-0.09407494600545599,5.095940484216324,0.06003898255177578,0.5418160916864871,6.40010175704956
11,-0.0551181345186582,3.2566756151409493,0.060080102929072864,0.5407603894174099,6.365966329574585
12,-0.06934297419243587,4.012541892055385,0.060020582105176155,0.6438796907663346,6.0630654525756835
13,-0.07694279083894875,4.143420809876306,0.06542256347359285,0.483085710555315,5.904148769378662
14,-0.04891330178669704,2.935375174712811,0.058054296476645804,0.37927436403930187,5.718622465133667
15,-0.0505726284577689,3.2479171407701823,0.055154045727098776,0.4561582002788782,5.655284013748169
16,-0.07431406992208227,4.415234388062867,0.054119378641252124,0.2288829369097948,5.493750095367432
17,-0.04618623967636436,2.8382366518612856,0.05657816721045509,0.2742165747284889,5.273106088638306
18,-0.07622577792313365,4.336037934046032,0.060627855857904124,0.2138873852044344,5.121362943649292
19,-0.049092265672711397,3.0090589332784052,0.0569007498349024,0.21523097537457944,5.081039772033692
20,-0.06437377462278118,3.9605075387662687,0.054055298709171265,0.37738625787198543,5.140423355102539
