episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-5.564079125216847,44.13347053254919,0.2932284594272951,5.277791771888733,8.755629053115845
2,-5.47330521479982,43.99596046583916,0.2784100461446425,5.098919425010681,8.060818605422973
3,-6.768558983995426,51.81296777288981,0.07117756657476589,2.439361433982849,12.953236999511718
4,-0.14189021740044494,5.907985589928705,0.0800527373198671,1.3209035605192185,11.474778842926025
5,-0.1683786761086346,7.116898344018972,0.06831300356789032,0.9461409765481948,10.439706535339356
6,-0.09139450029428206,4.775281870880097,0.06429726134103783,0.7670868042111397,10.236735515594482
7,-0.10990077877502862,5.426982086188786,0.06623902018077184,0.7438908106088639,9.455543060302734
8,-0.08698816844247717,4.104493627782004,0.07189047102411078,0.7161962881684303,9.184729604721069
9,-0.1013309337045829,5.380858643028016,0.05994135389080317,0.5885143692791462,8.770699768066406
10,-0.059200880841245536,3.529329633662437,0.05803918284403242,0.3513620166480541,8.254564695358276
11,-0.06987331766916619,4.0318218724870745,0.05961764551581976,0.5474830737709999,8.04890055656433
12,-0.06799080544430802,3.967367228045765,0.05817753622294604,0.37325762651860717,7.750833015441895
13,-0.048102031588020865,3.093539826659619,0.05337292303711417,0.3083652300387621,7.431204633712769
14,-0.08152360885663153,4.511228187507097,0.059777498298671614,0.33257170490920546,7.117732925415039
15,-0.0673096564274585,3.9212614634089027,0.05880090685436144,0.3709967398643494,6.959037647247315
16,-0.09227463161474832,5.123922089072487,0.05613960043845519,0.25996834218502046,6.634804210662842
17,-0.06767214879692417,4.10827341654042,0.05619683371676341,0.24574570417404173,6.538210420608521
18,-0.0796720746863737,4.453997086413268,0.05895813414540184,0.25469806246459487,6.531044654846191
19,-0.06765274149690052,3.8920333849391313,0.059729848848313796,0.19494130857288838,6.19457106590271
20,-0.07577221196418286,4.705711557741884,0.0495535388363011,0.23654743649065493,6.1514277744293215
