episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-5.120194766032642,42.18020180438652,0.2836055236616117,7.064264283180237,9.096630640029908
2,-5.6391573386896505,44.33963677211717,0.2999965870751123,6.173613662719727,9.886103382110596
3,-6.182926124607427,49.60286846777207,0.05564328571806179,2.8872278809547423,13.681572685241699
4,-0.2207755160144201,8.131399442051991,0.07820775702724538,1.9526796925067902,12.566759223937987
5,-0.13242802389580008,6.282130886712382,0.06187808278291603,1.508331483602524,11.824198837280273
6,-0.0737291135408387,4.19153458456507,0.05902358803863199,0.8220978328585624,10.914523773193359
7,-0.07152174467612875,4.073624775662579,0.05984155451036303,0.8975978568196297,10.209529190063476
8,-0.05758061728948184,3.44689988858596,0.05775129566284692,0.7431090089678765,9.74439616203308
9,-0.11047320757801259,5.711908002352555,0.060483655321668536,0.8290923236310482,9.470238761901856
10,-0.06017111520817385,3.4692313749139942,0.05974341087153284,0.5532370893657208,9.054488353729248
11,-0.09408502322396933,4.925715538733913,0.0651758822012457,0.4800491027534008,8.75112226486206
12,-0.08122761536287727,4.498680575337279,0.061905006694991625,0.5069770513474942,8.449744186401368
13,-0.06442121226666508,3.804978509840226,0.05801700211699294,0.5843295456469059,8.296137924194335
14,-0.06292513763709076,3.509297029460805,0.06170751265782815,0.2682292342185974,7.777795009613037
15,-0.08935126902097056,4.723591992264872,0.06509801249120407,0.3171727403998375,7.55864875793457
16,-0.05777113668488488,3.4640138041805217,0.058269925287724685,0.41721216067671774,7.340001201629638
17,-0.07141027999329427,3.831000161594955,0.06495305422341226,0.4220149182528257,7.268506288528442
18,-0.07059851980582296,3.890480584032016,0.06457744652124058,0.18238323464989661,7.107038135528565
19,-0.07682140075248435,4.021019507466329,0.06727902546988009,0.2072054260224104,6.8946726036071775
20,-0.04994286480645277,3.015057536700638,0.058325056029103435,0.28766608066856864,6.744699602127075
