episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-5.120194766032642,42.18020180438652,0.2836055236616117,12.972130146026611,3.7293893814086916
2,-5.6391573386896505,44.33963677211717,0.2999965870751123,5.948097596168518,4.2939561748504635
3,-12.070432431539297,69.37901723207315,0.05077326583514439,4.082541785240173,6.0208174514770505
4,-0.37451484055727746,11.660810412864578,0.06096894881258092,3.7427242541313173,5.877749729156494
5,-0.2496392792179073,9.315483028730084,0.061074935586146316,2.8530404317378997,5.438376941680908
6,-0.074831945310211,4.066009617283567,0.0608035526644674,1.4873758643865584,4.956066722869873
7,-0.059401256083362386,3.3600479493797004,0.06129627047754137,1.5844830405712127,4.7775472640991214
8,-0.05775268634368123,3.5024972972523787,0.05643421599957024,1.2463867437839509,4.443326101303101
9,-0.07474706303612558,4.438156719081251,0.056237538206647786,1.2827226787805557,4.280933895111084
10,-0.06648592678666305,3.9346230329221883,0.057493280456570074,1.0281667965650558,4.219556007385254
11,-0.09212761203388987,5.076236622565135,0.05879679964070645,0.9227747505903244,4.060550661087036
12,-0.06549251546730041,3.7270666613772465,0.061963127780158556,0.8576470121741295,3.833122501373291
13,-0.05610608613775328,3.4750782419444963,0.05660751820738601,0.9977016907930374,3.765195913314819
14,-0.05509981236721175,3.3770402252445546,0.056935387890524686,0.5363638195395469,3.800434970855713
15,-0.07852797824087505,4.523464352652335,0.057903199358918,0.5872744941711425,3.6446025276184084
16,-0.04710039766155162,2.8842039154116716,0.05668887983894462,0.7585755264759064,3.5769034957885744
17,-0.06933778928202429,3.915914083842488,0.060812122736328814,0.9066024774312973,3.6562307357788084
18,-0.06917519858775807,4.000742886426067,0.0609981233486713,0.3539950779080391,3.6218600177764895
19,-0.0681801921576952,3.9247869519244234,0.06089486495123384,0.4371458239853382,3.572869186401367
20,-0.052413585053582394,3.179790354399132,0.05881579501702611,0.532439692467451,3.4473016357421873
