episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-5.916655329450044,45.636554928457016,0.29027810164894113,9.954660577774048,3.6460426330566404
2,-5.129855504653532,42.02152060802927,0.29517358356398193,6.371687240600586,4.249990549087524
3,-5.707329200242545,47.67006917062799,0.05002949786099934,9.367071669101716,4.83112735748291
4,-0.08656996741259353,4.613495174588852,0.058392460944100284,8.161766762733459,4.47909556388855
5,-0.09695651722355246,5.313984306492527,0.05316787851488303,7.417179164886474,4.071505613327027
6,-0.14180401413070873,6.573163625305048,0.05861453594861156,6.030838774442673,3.764157981872559
7,-0.11629766272471465,6.053784373929669,0.05430218053143077,3.8367870265245436,3.703250961303711
8,-0.08169267163808083,4.845526621813232,0.05310477096411818,2.375580096244812,3.441575860977173
9,-0.11720133244784316,6.106344295442046,0.05325824606763684,5.003199775516987,3.1373340606689455
10,-0.15874180547551475,7.414182532827237,0.050399175345704726,3.631123325526714,3.1818502616882323
11,-0.13065053340949806,6.575860031822476,0.0530811686191299,2.749712487459183,3.1113617706298826
12,-0.11727175573082851,6.170221295235709,0.05178145269785352,3.4510900285840034,3.130096263885498
13,-0.06861954624477261,4.213019905150735,0.054178879955718434,1.9674922186136246,3.1040314865112304
14,-0.07698570795109509,4.402480622610972,0.059523974329390675,1.1938687536120414,2.9328364276885988
15,-0.10378911205923497,5.548398293866139,0.0581272550026753,2.930302207618952,3.0867874145507814
16,-0.14865671566253127,6.83062666667183,0.06331675026028195,0.7306238360702991,2.9701881122589113
17,-0.07240664344150166,4.255112187189934,0.05731896519185106,2.5408862072229383,2.960082082748413
18,-0.10000058877183057,5.294868353774039,0.061869566945010314,1.7387735220789908,2.8942276859283447
19,-0.1111124809116562,5.642809856622783,0.062013288601142594,1.8439864854514598,2.964630584716797
20,-0.08252577174662336,4.640322035340387,0.05898972717471067,2.5831031487882137,2.911313171386719
