episode,average_reward,voltage_rmse,average_duty_variation,critic_loss,actor_loss
1,-14.21599172569157,73.71048211088358,0.2804604241083109,13.680341434478759,32.69359350204468
2,-34.47876632569496,117.4203842542385,0.03398333358826182,29.338569164276123,103.91229782104492
3,-3.1107426193976253,35.16902502241068,0.04452922173678527,72.25488595962524,99.5085578918457
4,-0.491018664350625,13.41594407651541,0.0678490059844444,150.1769362449646,94.17502555847167
5,-0.4819881319000351,13.318695786405426,0.0679354703747101,51.044803047180174,79.37460899353027
6,-0.500480485990555,13.598757380673913,0.0683694584005321,49.32223968505859,72.05083541870117
7,-0.47829194235765765,13.339031593499701,0.06276478283523831,48.63709726333618,63.06027736663818
8,-0.38433328100355807,11.809813568973551,0.06435553701822055,29.808040189743043,59.92341556549072
9,-0.2798430181727465,9.95019466440596,0.06176934453735423,92.51420135498047,54.21432037353516
10,-0.20243877576657285,8.14849075896311,0.06485010367169997,90.79341626167297,50.96889381408691
11,-0.14309094483238866,6.448349040525688,0.06688053531271708,18.081081676483155,48.69652786254883
12,-0.11112922043587418,5.829667719859349,0.05383835709320682,17.336186170578003,45.27687110900879
13,-0.09240425677563081,5.289674431672403,0.049077942875483754,23.123171472549437,43.124489307403564
14,-0.09930169616872467,5.560156630965789,0.04915431704273566,16.56900906562805,41.06054449081421
15,-0.15526856006320752,7.162172481146284,0.05439514950383989,16.91065889596939,37.716050148010254
16,-0.11549885867045058,5.889539729533497,0.05796560965850351,15.977714896202087,36.71454963684082
17,-0.09686816509138058,5.25500886990156,0.05469370195663097,12.361959385871888,39.23937492370605
18,-0.08811116362617548,4.865375584491745,0.05753297049713818,13.355394756793975,36.973856163024905
19,-0.08865795984610103,4.8736099984825305,0.05722799541541402,11.393637216091156,36.13814725875854
20,-0.09563599813945618,4.957995614730498,0.06202390205139603,14.32428936958313,32.74932126998901
21,-0.08261005352354298,4.547818204822597,0.058154824535175315,8.10436782836914,32.127114582061765
22,-0.09257377446368303,4.7615833822009135,0.06338024334780043,73.43501652479172,29.739678382873535
23,-0.08502428780349185,4.338451344256416,0.06347506382967755,73.75165758132934,31.912994194030762
24,-0.09601660848244123,4.414998572514015,0.07025798179301376,6.996267879009247,28.460211086273194
25,-0.08932907913286448,4.594778334374602,0.06364819865976032,8.836869436502457,27.09013271331787
26,-0.07278823252490108,4.1704363925142705,0.05698100047283672,7.416590845584869,27.378097534179688
27,-0.07365138085797632,3.9416152661045474,0.06306761285265478,7.366313767433167,27.789084434509277
28,-0.08438617366916257,4.501576474781806,0.06111999194372498,6.059313583374023,28.402122211456298
29,-0.08151747334583255,4.403159742965826,0.06154091781376807,6.705718928575516,25.747876167297363
30,-0.07297474881312667,3.943572354932405,0.06192331145900444,6.026503583788871,25.76290626525879
31,-0.07361618213903962,4.183163990599623,0.05851264574060091,6.581537246704102,26.301820945739745
32,-0.08679781799264866,4.782605933463348,0.05836690388868588,5.821456933021546,25.348572063446046
33,-0.08518059475574609,4.788314710243788,0.057495076883414556,4.7201853454113,24.603099822998047
34,-0.08232686360557762,4.6730395219504395,0.055914231158982856,6.372931739687919,25.07041358947754
35,-0.08227395177353562,4.660566056465008,0.05785866070095541,11.881703102588654,22.858346366882323
36,-0.07553893340761653,4.456328724551296,0.05471469781966792,6.226422315835952,23.097042083740234
37,-0.07575623296343394,4.222342720904364,0.06062184500516787,4.433264639973641,22.720461654663087
38,-0.08496849831112978,4.612730693873319,0.060619934267528944,6.161264234781266,22.669473361968993
39,-0.07176085733111892,4.140459739208625,0.05810517768103551,4.216241005063057,21.917066287994384
40,-0.06809833060992333,3.870894808693521,0.06059296970747537,3.352686120569706,21.061356782913208
41,-0.07762008461557542,4.05858465356326,0.06595466764195876,74.92895354926586,20.71328148841858
42,-0.07040479086977867,3.930379203925768,0.06119055930061161,4.125445483624935,21.56151466369629
43,-0.062459077554223676,3.6883966008749804,0.05744516381850481,4.6451881065964695,20.32385311126709
44,-0.062379256656823,3.750450371525457,0.05654790953462569,5.238534235954285,21.709347677230834
45,-0.06879814015017297,3.999582958968733,0.058728973127454995,3.8204818248748778,20.901574659347535
46,-0.07103980783714027,4.05190267564422,0.06050976359107187,3.2350219190120697,20.435863780975343
47,-0.0655351801813807,3.9609807651428937,0.05533103086907619,5.8331996768713,21.47668323516846
48,-0.07498627064804991,4.259008610390818,0.05915500578745252,2.607659985125065,18.385831689834596
49,-0.06862144642157758,3.938803615698537,0.06016450266326818,3.9261679708957673,18.659631729125977
